sid,ndr,mlum,v0,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69,v70,v71,v72,v73,v74,v75,v76,v77,v78,v79,v80,v81,v82,v83,v84,v85,v86,v87,v88,v89,v90,v91,v92,v93,v94,v95,v96,v97,v98,v99,v100,v101,v102,v103,v104,v105,v106,v107,v108,v109,v110,v111,v112,v113,v114,v115,v116,v117,v118,v119,v120,v121,v122,v123,v124,v125,v126,v127,v128,v129,v130,v131,v132,v133,v134,v135,v136,v137,v138,v139,v140,v141,v142,v143,v144,v145,v146,v147,v148,v149,v150,v151,v152,v153,v154,v155,v156,v157,v158,v159,v160,v161,v162,v163,v164,v165,v166,v167,v168,v169,v170,v171,v172,v173,v174,v175,v176,v177,v178,v179,v180,v181,v182,v183,v184,v185,v186,v187,v188,v189,v190,v191,v192,v193,v194,v195,v196,v197,v198,v199,v200,v201,v202,v203,v204,v205,v206,v207,v208,v209,v210,v211,v212,v213,v214,v215,v216,v217,v218,v219,v220,v221,v222,v223,v224,v225,v226,v227,v228,v229,v230,v231,v232,v233,v234,v235,v236,v237,v238,v239,v240,v241,v242,v243,v244,v245,v246,v247,v248,v249,v250,v251,v252,v253,v254,v255,v256,v257,v258,v259,v260,v261,v262,v263,v264,v265,v266,v267,v268,v269,v270,v271,v272,v273,v274,v275,v276,v277,v278,v279,v280,v281,v282,v283,v284,v285,v286,v287,v288,v289,v290,v291,v292,v293,v294,v295,v296,v297,v298,v299
OGI-001,464,6.48,0.045014708,0.003479505,0.037443038,0.122337132,-0.040052423,0.006396685,0.046143233,-0.065041982,0.043001544,0.057893237,-0.054434316,-0.154317651,-0.052984316,-0.020888658,-0.11625586,0.08353544,0.05942028,0.098184938,0.030226828,-0.068506592,-0.05945574,0.057988952,0.077210376,-0.023607225,0.05004788,0.022317523,-0.089285319,0.015361045,0.030727841,-0.003399923,-0.024773945,0.059268734,-0.007513984,-0.014465931,-0.002140622,0.003796646,0.040241977,0.018171794,0.019825626,0.090556366,0.095222414,-0.043471864,0.165668747,-0.017779304,0.009738498,0.014394047,0.007082116,-0.024425698,0.011519264,0.011827468,-0.021953008,0.075994093,-0.008009875,-0.00327754,0.003874079,0.049850969,-0.026007562,-0.029581534,0.041624378,-0.053077468,0.001272276,0.07878984,-0.078133424,-0.048221298,-0.021575932,-0.04470701,-0.053770691,0.071345556,-0.076801039,0.058489785,0.064786238,0.047751941,0.054620047,0.002513346,-0.180172995,-0.068752279,0.072803365,0.082683935,0.049680988,0.114774503,-0.002253355,-0.063937187,0.056587296,-0.027980623,-0.086927955,-0.041195134,-0.046988041,0.144965361,-0.008314103,-0.010679959,0.02314793,0.086284243,-0.091199517,-0.0638015,-0.039818536,-0.033875499,0.053264973,0.047727195,0.009726442,-0.003457587,-0.082858046,-0.026812722,0.018375556,0.041808646,-0.057077269,0.01066793,-0.058354801,-0.017708598,0.02519789,-0.073691459,-0.084627479,-0.035183821,-0.014010606,0.000142667,0.097043554,-0.01400041,0.01815625,-0.050178356,0.048318112,0.011790386,-0.079205001,0.00686822,-0.054037682,0.080937482,-0.046892465,-0.053239428,-0.068690729,-0.01599172,0.035895005,-0.00361257,-0.08629501,-0.119235314,-0.080472485,-0.010469992,-0.022229125,-0.084752246,-0.010522203,0.033719664,0.006809136,0.064352233,0.0521785,-0.098999575,0.059076347,-0.00997139,0.046253471,0.026387898,-0.062409324,-0.101393001,-0.045543478,-0.035461536,0.066863735,0.046921907,-0.145560191,0.03893054,-0.046864734,0.001508122,-0.056326895,-0.057057895,-0.068679173,0.015462231,0.012787125,0.080887957,-0.002021704,0.07022767,0.027421458,-0.110238797,0.065273433,-0.031499965,0.00979019,-0.006155015,-0.140228847,0.002916543,-0.02647519,-0.079286007,-0.053005733,0.01221335,0.103789473,-0.100014578,0.020244413,-0.00776729,-0.046686316,-0.03243201,0.043027714,0.030873212,-0.007546347,0.005572321,-0.049830532,0.03418246,0.059490138,0.009780874,0.041485688,0.019584554,0.006026092,-0.010110923,0.013270546,0.011080351,-0.024427787,0.013139474,-0.067256383,-0.134010833,0.010472629,0.058756819,-0.046900784,-0.005004179,0.007877613,-0.018310093,-0.079973002,-0.034364541,0.005439521,0.016028425,0.011527218,0.073835057,-0.058340742,-0.000965204,-0.132811807,-0.009132217,0.125396776,-0.029409685,-0.112438496,-0.022672146,-0.056590641,0.014460462,-0.009756445,-0.019783146,0.082116561,-0.083699805,0.068542223,0.061382369,-0.035558602,0.001588272,0.02465148,-0.012265774,0.017200358,-0.004843843,0.072750111,0.011828888,-0.027239613,-0.025290951,0.091773812,0.010996966,0.044626331,0.024973709,0.023677712,-0.092581408,-0.058025845,0.016093772,-0.000976692,0.068478781,-0.020297754,-0.040055945,0.032136047,0.039697572,0.093706844,0.066925761,0.064958954,-0.038797597,0.017522367,0.006688106,-0.040661006,-0.098974472,0.000684124,-0.03160546,-0.076320152,0.023439411,0.003978823,0.104619241,-0.00288911,-0.016169356,-0.068178552,-0.006160741,0.045793925,0.076996829,0.160945995,0.070494111,0.030601215,-0.084179251,-0.067945116,-0.122267113,-0.058680228,-0.033243937,0.020973679,-0.024345537,0.037084109,0.071345811,0.01192511,-0.000132717,-0.049995211,-0.08515698,-0.005567086,0.057413282,-0.039810423,0.090822472,-0.090503179,0.005127627,-0.056606827,-0.016824411,0.001284289,-0.058722849,0.004109963,-0.041297345
OGI-005,425,5.57,0.02548264,0.015036445,0.032288414,0.132751241,-0.053421157,0.006117105,0.049248052,-0.077092777,0.04282208,0.059461437,-0.045088681,-0.149164164,-0.062088185,-0.030012491,-0.117133263,0.081516424,0.073221029,0.113233754,0.037795095,-0.067477683,-0.050875908,0.045259298,0.085962886,-0.025503244,0.042346096,0.015053236,-0.090165423,0.009325049,0.022488021,-0.014065824,-0.019574782,0.058158772,-0.027543928,-0.033427722,-0.018959606,0.003971723,0.021950638,0.022048573,0.023739016,0.07924364,0.09188786,-0.04879769,0.171976665,-0.01183019,0.005393566,0.01135504,0.003849578,-0.019873314,0.014517601,0.015902475,-0.012173841,0.07433783,0.000818584,0.013204051,0.011712441,0.040563343,-0.030386815,-0.032937739,0.057028167,-0.066257946,-0.014677839,0.062735408,-0.089619269,-0.04943782,-0.019165097,-0.056246069,-0.044423713,0.077224799,-0.074418608,0.055740578,0.080669558,0.06111229,0.045589659,0.006952725,-0.172580604,-0.057974103,0.070882579,0.078884062,0.051115053,0.123012984,-0.019233838,-0.050616612,0.058566512,-0.031596224,-0.084590623,-0.035749415,-0.038470458,0.150177915,1.01E-06,0.004388755,0.02604286,0.078959964,-0.087234121,-0.061625538,-0.033309175,-0.030422184,0.057606951,0.039033354,0.020440066,-0.008825173,-0.099860611,-0.033181069,0.017978842,0.043108188,-0.069947104,0.002844779,-0.063226989,-0.025461388,0.028351923,-0.071208843,-0.081123767,-0.039931027,-0.013710428,-0.012309073,0.081637996,-0.01474699,0.025080165,-0.073493503,0.049202584,0.007352127,-0.07389273,-0.005789464,-0.063959971,0.082805413,-0.028016062,-0.046917832,-0.087398254,-0.012643302,0.039717361,-0.003953185,-0.093570421,-0.122898493,-0.074642237,-0.003497268,-0.041145274,-0.084732911,0.01767596,0.022397926,0.027776128,0.055186298,0.066147081,-0.093912122,0.051537511,-0.01974845,0.033959143,0.026591964,-0.075158562,-0.095768038,-0.04123544,-0.031693472,0.069596225,0.034293639,-0.122116683,0.03165026,-0.045906121,-0.026097326,-0.038998517,-0.040660231,-0.071286931,0.022989762,0.020534347,0.100348355,-0.006499102,0.065813715,0.0313191,-0.126163605,0.044821437,-0.026412793,0.008188648,-0.00558682,-0.154237714,-0.007707942,-0.009415096,-0.070839583,-0.048769497,0.028048273,0.116016374,-0.102166965,0.023790466,-0.006546703,-0.047686204,-0.034230043,0.03493643,0.015898018,-0.007588194,0.000161019,-0.06113623,0.02710898,0.047291667,0.02381064,0.038249587,0.029046019,0.00506182,-0.008908743,0.032527765,0.009422916,-0.051112066,0.001897779,-0.061883288,-0.125909205,-0.004852689,0.040266972,-0.046920238,-0.007501724,0.015756436,-0.021354331,-0.061267922,-0.02380101,0.00221648,0.029838128,0.007974808,0.077039416,-0.074123539,-0.00401726,-0.133322165,-0.010696714,0.12722852,-0.015144216,-0.107350667,-0.022141158,-0.048821466,0.015646957,-0.008619546,-0.017031205,0.085406721,-0.079082021,0.075342366,0.053087663,-0.027569732,0.003644229,0.023818037,-0.018342837,0.008019773,-0.015556133,0.076142512,0.01758121,-0.029203057,-0.031505852,0.093483256,0.015658271,0.05110679,0.019738297,0.019179972,-0.077158635,-0.063647686,0.015111585,-0.024307275,0.067037228,-0.024843334,-0.039986233,0.030070782,0.050583704,0.09844043,0.053171168,0.075263321,-0.048473593,0.016438871,0.019485471,-0.036467761,-0.079025584,-0.003786836,-0.022395445,-0.063238618,0.010782476,0.007250122,0.092998009,-0.008472248,-0.022268839,-0.069039719,-0.004532609,0.033778686,0.083651272,0.15305692,0.075861298,0.046689563,-0.082842841,-0.054460968,-0.126796662,-0.059098213,-0.013377265,0.014261166,-0.022564284,0.037214494,0.068543241,0.015119212,-0.004000369,-0.04887778,-0.084382768,-0.007986401,0.058496082,-0.039783315,0.089118036,-0.089912898,0.012010747,-0.050589132,-0.014197912,0.001912864,-0.050171337,0.004590572,-0.028395423
OGI-007,375,4.47,0.048564229,0.008739765,0.037048443,0.121165395,-0.038666024,-0.005720978,0.039291667,-0.080396975,0.043712681,0.067668368,-0.018023828,-0.149949256,-0.055422436,-0.039318084,-0.122162432,0.062148682,0.057260788,0.091671318,0.021772777,-0.057791097,-0.027989267,0.049546365,0.068518054,-0.020626085,0.054013328,-0.011329593,-0.082557984,0.020200527,0.039985246,-0.019893252,-0.006967335,0.033389544,-0.037832981,-0.016314058,-0.017618114,0.001857059,0.052419216,0.014065061,0.037551058,0.077110257,0.098494721,-0.053761129,0.163951372,-0.036190127,0.013610976,0.02162493,0.002646317,-0.0127472,0.016039386,0.026413057,-0.022304385,0.065610271,0.002586428,0.00367014,0.015795457,0.023588099,-0.038109232,-0.025244021,0.035974155,-0.074869419,-0.013902425,0.077938323,-0.06671582,-0.05781903,-0.020726939,-0.028735739,-0.056953293,0.079871424,-0.064005096,0.064465354,0.083567693,0.053440184,0.045604025,0.013063253,-0.165693424,-0.031700045,0.087500806,0.079042955,0.06139912,0.119353299,0.000898458,-0.065888034,0.050812173,-0.022508611,-0.073681359,-0.033811248,-0.064254858,0.158026355,-0.001355311,-0.004648745,0.01501232,0.059205228,-0.079569749,-0.073614877,-0.046926346,-0.038722757,0.069570943,0.058502501,0.010417556,-0.020684429,-0.092932058,-0.059974113,0.026907096,0.012970248,-0.060676649,-0.018956292,-0.037544716,-0.028535305,0.048256488,-0.09124987,-0.087072382,-0.0286129,-0.020869243,-0.012547808,0.075987838,0.011801597,0.037710264,-0.065732554,0.055691411,0.008875067,-0.090083723,-0.000975022,-0.069613241,0.0773017,-0.036618232,-0.032334036,-0.075755118,-0.04226392,0.023831969,0.011750733,-0.078590975,-0.138565747,-0.084320681,-0.016635732,-0.042079036,-0.076742151,0.018248529,0.026133263,0.007591914,0.048380104,0.041738212,-0.091087496,0.0622391,-0.033896934,0.007905467,0.061611878,-0.077876634,-0.092109069,-0.053413818,-0.031625345,0.095905203,0.049420915,-0.122911472,0.034895936,-0.047991112,0.010475611,-0.042491803,-0.086130875,-0.064840642,0.019815958,-0.008553748,0.090774763,0.02620538,0.085702769,0.012009503,-0.115303193,0.043635311,-0.036988681,0.046838376,-0.018789062,-0.151417042,-0.025045019,-0.020356609,-0.080151127,-0.064053846,0.013759956,0.108402267,-0.086120443,0.019431303,0.027736062,-0.044985203,-0.031999993,0.048595023,0.024006903,-0.011878314,-0.001845785,-0.056521949,0.036810665,0.066810128,0.018807486,0.024457423,0.024538915,0.018793817,0.012825522,0.009033582,0.035683472,-0.032588723,-0.017535862,-0.077095594,-0.121702904,-0.026772672,0.034101622,-0.032197284,-0.015139961,0.018050558,-0.026252806,-0.068919072,-0.016359375,0.018778628,-0.001356856,0.001629437,0.056876084,-0.055851446,-0.007689498,-0.127833428,0.002928631,0.108535774,-0.013247697,-0.132079674,-0.031243685,-0.037831346,0.00833994,0.019105361,-0.043332715,0.087256163,-0.082480517,0.060331373,0.053938046,-0.010569648,-0.016510371,0.031571098,-0.028876743,0.015757387,0.001054284,0.077061821,0.000631393,-0.020620955,-0.053781947,0.066035167,0.001187559,0.054054446,0.000337618,0.00889845,-0.102076254,-0.05434817,0.019113045,-0.01734452,0.073822622,-0.010621699,-0.031123388,0.033907271,0.035823608,0.083809185,0.057538975,0.061605298,-0.053529723,0.01418865,0.004253933,-0.046271066,-0.060902683,-0.011850534,-0.019151641,-0.075136891,0.017132242,0.02648321,0.111054485,-0.009701771,0.004222227,-0.061220226,0.005699821,0.042147896,0.091697473,0.13280658,0.076366616,0.050830368,-0.080559357,-0.042688035,-0.131860561,-0.048431851,-0.033278867,0.037162177,-0.037757724,0.033452676,0.101465072,0.003181942,0.003288486,-0.056936126,-0.039082946,-0.008554719,0.08083481,-0.060638096,0.078983524,-0.107358077,-0.00220484,-0.048775225,-0.013015097,-0.01099237,-0.046807115,0.029009724,-0.039714114
OGI-011,423,4.39,0.039413245,0.001067902,0.025369107,0.135126942,-0.023977947,-0.013214416,0.018070341,-0.074042554,0.051997635,0.064960062,-0.038956251,-0.15865917,-0.04017644,-0.033123422,-0.12085917,0.076397621,0.04556885,0.08403717,0.027857824,-0.055657356,-0.034137318,0.065854839,0.081341792,-0.010569539,0.030208629,0.003652861,-0.099931316,0.023754688,0.041360332,-0.018099556,-0.010451052,0.055052954,-0.025320787,-0.01690529,-0.023083287,-0.015527712,0.04303161,0.028400899,0.038470042,0.083642115,0.082272742,-0.067631719,0.183007315,-0.013964239,0.022598899,0.025412667,0.005070115,-0.026558014,0.027750727,0.015139558,-0.023582452,0.061311921,0.009197798,0.009379665,0.001035357,0.038049668,-0.023360549,-0.045792469,0.037579457,-0.065336655,-0.018638287,0.082940715,-0.063425793,-0.044175632,-0.018779169,-0.04544313,-0.056486153,0.043702744,-0.062048962,0.077205286,0.079080793,0.051164317,0.048005361,0.020134582,-0.174879505,-0.039313604,0.07512389,0.070163005,0.055309445,0.102823282,0.005377087,-0.068094474,0.045188852,-0.043780539,-0.073188581,-0.024435007,-0.037306635,0.15736505,-0.004155906,-0.003625875,0.01242413,0.085416525,-0.085719373,-0.06725397,-0.058399269,-0.016260381,0.05865559,0.045711053,0.028678477,-0.010027923,-0.092896876,-0.047737902,0.041109105,0.002786588,-0.0463708,-0.000499274,-0.052873605,-0.003961414,0.028766974,-0.092113092,-0.084667799,-0.053208262,-0.00051674,-0.007607886,0.091206492,-0.00137256,0.008066367,-0.067920353,0.051935682,0.006223364,-0.091123602,-0.012885027,-0.071585031,0.083183235,-0.037347917,-0.043319324,-0.0678637,-0.016008455,0.046906446,0.019115306,-0.105852,-0.103723996,-0.083462726,-0.005897287,-0.03791323,-0.061767784,-0.003192246,0.026936624,0.017832227,0.058001667,0.070982116,-0.093106023,0.048686457,-0.03014036,0.030284019,0.045755315,-0.079621784,-0.079353162,-0.047861085,-0.036611881,0.08473095,0.028188454,-0.136241889,0.050009396,-0.053416728,0.001482307,-0.045653086,-0.060553405,-0.063420896,0.005402541,-0.004032054,0.079339105,0.021149803,0.073628146,0.00229692,-0.125430854,0.072771398,-0.027470609,0.007531766,-0.012088233,-0.133555269,-0.00617923,-0.018995551,-0.07624968,-0.069178747,0.005859739,0.118366841,-0.105538344,0.029705558,0.012881255,-0.031206723,-0.035236014,0.033101078,0.028248446,-0.000393403,0.013352922,-0.044641589,0.036474239,0.069064546,-0.004784635,0.036898749,0.031309328,0.019181576,-0.009020942,0.020259732,0.031658985,-0.034900186,-0.0070275,-0.071940884,-0.126165928,-0.036854026,0.042274789,-0.045739443,-0.015033311,0.020578021,-0.03631705,-0.063039828,-0.017545795,0.006985241,0.014586311,-0.003330952,0.069416048,-0.080417835,-0.01392783,-0.117586382,0.003631836,0.118870867,-0.030158808,-0.121207557,-0.032643766,-0.053363779,0.023906081,0.02371912,-0.01821133,0.081685123,-0.090070693,0.058312567,0.06843104,-0.018936626,-0.015593416,0.033674544,-0.02613021,0.011224722,-0.005637652,0.066247247,0.02660051,-0.031639031,-0.041164319,0.080337929,0.018719362,0.065729696,0.023672795,-0.000577239,-0.092803846,-0.056317434,0.006241436,-0.013330161,0.069159648,-0.007508938,-0.037498505,0.027308037,0.028581262,0.087088368,0.067925352,0.066180045,-0.04595329,0.007519113,-0.010661254,-0.045907142,-0.087704844,-0.00822677,-0.026474855,-0.061733757,0.001130867,0.024132417,0.095355796,-0.010907157,-0.001348564,-0.063947188,0.012626937,0.018511159,0.082644111,0.137400915,0.068010324,0.061961408,-0.088119658,-0.068017654,-0.123525861,-0.05372846,-0.019345958,0.023095685,-0.014665515,0.031060834,0.084578669,0.017858819,-0.007685007,-0.053208328,-0.055776616,-0.006195152,0.071928892,-0.046444917,0.088447663,-0.108118247,-0.006416469,-0.069037025,-0.029930504,-0.006155206,-0.056206345,-0.006455637,-0.03639456
OGI-013,299,4.06,0.027339802,0.014967114,0.037826039,0.144750094,-0.075463886,-0.031370846,0.032816736,-0.072577522,0.030205091,0.067600622,-0.062918864,-0.126227811,-0.035915,-0.025899342,-0.10961832,0.049762734,0.032630321,0.098331134,0.02236557,-0.065358131,-0.040470151,0.05319941,0.057943502,-0.022131773,0.051745257,0.049546203,-0.100783701,0.044493966,0.049327824,-0.018265262,-0.021913553,0.046380941,-0.040741303,-0.059403308,-0.030477782,0.014062149,0.00997335,0.017202405,0.029057916,0.066713154,0.08562595,-0.09644058,0.172857453,-0.001430313,0.013372493,-0.007319416,-0.010619019,-0.03020039,0.025061756,0.019824551,-0.027862855,0.090428692,0.026729167,0.012757418,0.027676086,0.019354235,-0.004669213,-0.047687835,0.050085121,-0.06006127,-0.048635594,0.078311682,-0.10467164,-0.069070781,-0.013485651,-0.088854469,-0.076432431,0.076219994,-0.062104605,0.050897504,0.069377386,0.054526764,0.06240442,-0.019030368,-0.146337663,-0.047291512,0.071204927,0.090388212,0.009688683,0.098146829,-0.014621223,-0.091909894,0.040705813,-0.028117955,-0.019141723,-0.018002476,-0.072515366,0.131619586,0.004069136,0.029512358,0.017993876,0.091860646,-0.08015161,-0.065828765,-0.020234353,-0.034512669,0.057256775,0.053255896,0.040410578,-0.014208213,-0.074143248,-0.036623926,0.018927197,0.0502646,-0.065478751,-0.032843766,-0.025289191,0.003135518,0.021175928,-0.069650189,-0.075042822,-0.049442101,-0.017841208,-0.017052497,0.054255477,-0.007515065,0.03831971,-0.065695217,0.054394807,0.021760078,-0.053697186,-0.009222918,-0.062613984,0.066338442,-0.014365881,-0.031944359,-0.082584078,-0.023375149,0.050219657,-0.00604429,-0.070811261,-0.117055222,-0.090331875,-0.019010843,-0.026682204,-0.064454322,0.021792187,-0.007713833,0.03287033,0.077113767,0.085681372,-0.095996939,0.046908246,-0.01408875,0.051172513,0.025823828,-0.066517208,-0.099159991,-0.036676737,-0.018489861,0.064695483,0.014269624,-0.12798682,0.056344329,-0.057120131,-0.006655765,-0.057227208,-0.049565725,-0.072904647,0.002664063,-0.01149063,0.112478087,0.028613865,0.04887411,0.018765453,-0.111250922,0.063425939,-0.033996258,0.026738476,-0.031854482,-0.175579886,-0.03806407,-0.037686652,-0.052465133,-0.047353622,0.010681474,0.098397172,-0.076435863,0.01392862,0.010400034,-0.07673107,-0.019904616,0.010879006,0.003434288,0.016831815,-0.017838597,-0.049923387,0.036457771,0.084697778,0.041837721,0.052410139,0.019383914,-0.027082054,-0.017047349,-0.019348335,0.047114056,-0.036692407,-0.009290074,-0.060052539,-0.111705153,0.016114066,0.030836321,-0.049857355,-0.026489681,0.003524836,-0.018240936,-0.030286807,-0.060400786,-0.011014643,0.041363672,-0.001344129,0.037703815,-0.065818486,0.034004214,-0.115894392,0.034321909,0.127749232,-0.044695584,-0.141474593,-0.020079222,-0.067398025,-0.004317987,-0.006497594,-0.064074461,0.065030288,-0.058231714,0.071725442,0.058064495,-0.015324413,-0.016263264,0.031728443,-0.037140823,0.005334712,0.02227729,0.061149832,0.010915103,0.002412181,-0.017139726,0.114561344,0.017138457,0.076417559,0.026461681,0.006031736,-0.081318726,-0.033308822,-0.003193832,-3.59E-05,0.098449628,-0.012148868,-0.059663855,0.031268023,-0.002311289,0.083646338,0.047604338,0.044917311,-0.082420515,0.013503032,0.0166859,-0.054426799,-0.050982214,-0.010339482,-0.010263959,-0.038735332,0.048043315,0.031200102,0.125582329,-0.018534707,0.00867138,-0.043401831,-0.011871554,0.033886173,0.125346872,0.139016979,0.087741516,0.032771573,-0.054380238,-0.062303089,-0.132170789,-0.081100525,-0.005832096,0.019037295,-0.022323877,0.043414059,0.081292965,-0.009116854,-0.010508342,-0.02166349,-0.035000782,0.004391336,0.045979123,-0.039969555,0.082861582,-0.091610658,0.034399096,-0.032049682,-0.03359153,0.010450821,-0.061702005,0.009367379,-0.015121872
OGI-015,284,3.74,0.04018873,0.039468992,0.024293987,0.108723764,-0.045007962,-0.000561671,0.021377098,-0.082021137,0.058263258,0.058868355,-0.038047928,-0.176866275,-0.06079475,-0.037667046,-0.127110844,0.067155349,0.056005257,0.108540398,0.038559307,-0.066402221,-0.049632753,0.057247702,0.085023851,-0.005544211,0.038125361,0.000339729,-0.101128326,0.028609656,0.050697751,-0.011719702,0.002213935,0.084218893,-0.02529403,-0.021536758,-0.023693294,0.010345816,0.027943719,0.025103401,0.031150839,0.075088969,0.096025405,-0.045143591,0.195356087,-0.01802252,0.006223606,0.02443148,-0.002423322,-0.029973602,0.026946887,0.038932794,-0.013947038,0.067381451,0.014303348,0.011634344,0.001062146,0.036764248,-0.027886225,-0.029615607,0.030356906,-0.07738507,0.008978229,0.067707506,-0.0880587,-0.041809779,-0.028057129,-0.052783792,-0.047572675,0.052229022,-0.069226853,0.072443043,0.081252251,0.06447292,0.029583293,0.021937692,-0.165237737,-0.048553749,0.082336618,0.083714045,0.043533269,0.073987289,-0.005625265,-0.045253667,0.035579935,-0.040222182,-0.057951003,-0.020157901,-0.045329185,0.149312731,-0.021165724,-0.014041744,0.012401609,0.098755081,-0.071870613,-0.074159188,-0.019331629,-0.028032267,0.046305744,0.036961583,0.024789981,-0.002912944,-0.10595159,-0.045875057,0.028335164,0.031229571,-0.0492957,-0.010005792,-0.052327287,-0.024715668,0.036565889,-0.083094695,-0.083003139,-0.045359993,-0.026441692,-0.021483342,0.088019649,-0.013898633,0.020730011,-0.075007783,0.029363698,0.011995342,-0.083812121,0.015641442,-0.058043836,0.068472414,-0.042620753,-0.059127068,-0.070031311,-0.013263376,0.039424441,-0.020150441,-0.096218182,-0.115330175,-0.07017519,-0.024679005,-0.037297384,-0.067913615,-0.017530205,0.034557975,0.00532084,0.052025192,0.073472612,-0.09285913,0.050964348,-0.022746554,0.034692712,0.028844816,-0.08180748,-0.09921991,-0.068418978,-0.016318402,0.078010657,0.020032702,-0.128902177,0.038049931,-0.04662092,-0.022890477,-0.043524241,-0.046408672,-0.047895805,0.004015676,0.023005192,0.090943835,0.018414019,0.053148396,0.012858785,-0.108528569,0.062624912,-0.019119671,0.012534588,-0.027989609,-0.133078032,-0.015014101,-0.044014226,-0.064631116,-0.061076624,0.030706448,0.115883584,-0.107466144,0.021578494,-0.013801889,-0.045850245,-0.041409332,0.039678403,0.020467707,0.004889329,-0.00315626,-0.05064902,0.047883773,0.051813959,0.004349241,0.052940393,0.034186074,0.004730747,0.014308631,0.040551295,0.022075533,-0.063676278,-0.002342753,-0.058938786,-0.131567596,-0.0306179,0.023873822,-0.033162875,-0.012754718,0.03650932,-0.03185245,-0.053131287,-0.021969261,0.005462742,0.008610824,0.011588973,0.049982477,-0.076361393,0.002480851,-0.146945115,-0.005797411,0.109401523,-0.017514406,-0.107453923,-0.031297427,-0.056088057,0.016780727,0.024638525,-0.01169751,0.107142158,-0.078795833,0.077187347,0.07400205,-0.012828849,-0.010534762,0.03822771,-0.028071063,0.002815191,-0.017198248,0.077116437,0.02454755,-0.037657931,-0.02532607,0.088274323,0.01575963,0.046422604,0.00806956,0.002855972,-0.086562923,-0.069010947,0.011592862,-0.016004391,0.064138469,0.010915966,-0.025033986,0.050030105,0.03384409,0.086267153,0.058623434,0.071797343,-0.041127422,0.015909503,0.018798348,-0.04761957,-0.070526358,-0.008873008,-0.009664006,-0.08235476,0.0218103,0.016507857,0.0879893,-0.02675003,-0.012511031,-0.048461888,-0.012118683,0.053019431,0.060679965,0.145047498,0.057604737,0.033651516,-0.086590791,-0.045072109,-0.141729927,-0.064191663,-0.014700322,0.020755916,-0.021544153,0.061886498,0.071578177,0.00709406,0.005330714,-0.031844642,-0.071908709,-0.012707997,0.057197788,-0.035776082,0.089515462,-0.090943835,0.017966658,-0.063730286,-0.016445036,-0.004725649,-0.063428114,0.009361964,-0.040331557
